X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key,Incident_Rate,People_Tested,People_Hospitalized,UID,ISO3
-86.04051873,34.04567266,28,Alabama,US,2020/09/21 12:23:04+00,34.04567266,-86.04051873,3355,0,47,3308,Etowah,01055,"Etowah, Alabama, US",3280.59608088552,,,84001055,USA
-87.73886638,33.72076938,29,Alabama,US,2020/09/21 12:23:04+00,33.72076938,-87.73886638,421,0,9,412,Fayette,01057,"Fayette, Alabama, US",2582.50521408416,,,84001057,USA
-87.84289505,34.4423533400001,30,Alabama,US,2020/09/21 12:23:04+00,34.44235334,-87.84289505,1743,0,28,1715,Franklin,01059,"Franklin, Alabama, US",5557.68127032715,,,84001059,USA
-85.83572839,31.09389027,31,Alabama,US,2020/09/21 12:23:04+00,31.09389027,-85.83572839,572,0,4,568,Geneva,01061,"Geneva, Alabama, US",2177.30577442808,,,84001061,USA
-87.9568402199999,32.8550424700001,32,Alabama,US,2020/09/21 12:23:04+00,32.85504247,-87.95684022,300,0,15,285,Greene,01063,"Greene, Alabama, US",3698.68080384663,,,84001063,USA
-87.63284988,32.76039258,33,Alabama,US,2020/09/21 12:23:04+00,32.76039258,-87.63284988,615,0,28,587,Hale,01065,"Hale, Alabama, US",4197.66568834892,,,84001065,USA
-85.24267944,31.5114801600001,34,Alabama,US,2020/09/21 12:23:04+00,31.51148016,-85.24267944,472,0,4,468,Henry,01067,"Henry, Alabama, US",2743.38854984016,,,84001067,USA
-85.2993959899999,31.1519792400001,35,Alabama,US,2020/09/21 12:23:04+00,31.15197924,-85.29939599,2708,0,22,2686,Houston,01069,"Houston, Alabama, US",2557.56408076916,,,84001069,USA
-85.99750489,34.7814416900001,36,Alabama,US,2020/09/21 12:23:04+00,34.78144169,-85.99750489,1506,0,11,1495,Jackson,01071,"Jackson, Alabama, US",2917.13477705032,,,84001071,USA
-86.895063,33.55554728,37,Alabama,US,2020/09/21 12:23:04+00,33.55554728,-86.895063,19015,0,337,18678,Jefferson,01073,"Jefferson, Alabama, US",2887.30330578387,,,84001073,USA
-88.09668032,33.7799502400001,38,Alabama,US,2020/09/21 12:23:04+00,33.77995024,-88.09668032,346,0,2,344,Lamar,01075,"Lamar, Alabama, US",2506.33828323071,,,84001075,USA
-87.65624729,34.90171875,39,Alabama,US,2020/09/21 12:23:04+00,34.90171875,-87.65624729,1646,0,33,1613,Lauderdale,01077,"Lauderdale, Alabama, US",1775.06497427989,,,84001077,USA
-87.31069453,34.5204149800001,40,Alabama,US,2020/09/21 12:23:04+00,34.52041498,-87.31069453,585,0,20,565,Lawrence,01079,"Lawrence, Alabama, US",1776.81934151379,,,84001079,USA
-85.3513224599999,32.6015488300001,41,Alabama,US,2020/09/21 12:23:04+00,32.60154883,-85.35132246,5713,0,59,5654,Lee,01081,"Lee, Alabama, US",3472.06184439231,,,84001081,USA
-86.98310072,34.81185586,42,Alabama,US,2020/09/21 12:23:04+00,34.81185586,-86.98310072,1995,0,19,1976,Limestone,01083,"Limestone, Alabama, US",2016.88318253046,,,84001083,USA
-86.65158371,32.1597283,43,Alabama,US,2020/09/21 12:23:04+00,32.1597283,-86.65158371,648,0,27,621,Lowndes,01085,"Lowndes, Alabama, US",6662.55397902529,,,84001085,USA
-85.69267724,32.38759944,44,Alabama,US,2020/09/21 12:23:04+00,32.38759944,-85.69267724,477,0,20,457,Macon,01087,"Macon, Alabama, US",2640.02656630507,,,84001087,USA
-86.5506963299999,34.7632713300001,45,Alabama,US,2020/09/21 12:23:04+00,34.76327133,-86.55069633,7583,0,75,7508,Madison,01089,"Madison, Alabama, US",2033.47197305509,,,84001089,USA
-87.78796182,32.2476763400001,46,Alabama,US,2020/09/21 12:23:04+00,32.24767634,-87.78796182,699,0,19,680,Marengo,01091,"Marengo, Alabama, US",3705.66717913375,,,84001091,USA
-87.88704173,34.1369736300001,47,Alabama,US,2020/09/21 12:23:04+00,34.13697363,-87.88704173,942,0,28,914,Marion,01093,"Marion, Alabama, US",3170.7563364637,,,84001093,USA
-86.30486727,34.36975964,48,Alabama,US,2020/09/21 12:23:04+00,34.36975964,-86.30486727,3835,0,43,3792,Marshall,01095,"Marshall, Alabama, US",3962.84125901585,,,84001095,USA
-88.2084240899999,30.7847234700001,49,Alabama,US,2020/09/21 12:23:04+00,30.78472347,-88.20842409,13066,0,289,12777,Mobile,01097,"Mobile, Alabama, US",3162.07255390721,,,84001097,USA
-87.36995001,31.56729412,50,Alabama,US,2020/09/21 12:23:04+00,31.56729412,-87.36995001,575,0,8,567,Monroe,01099,"Monroe, Alabama, US",2773.35648483095,,,84001099,USA
-86.20969272,32.2206831,51,Alabama,US,2020/09/21 12:23:04+00,32.2206831,-86.20969272,8674,0,173,8501,Montgomery,01101,"Montgomery, Alabama, US",3829.81729555028,,,84001101,USA
-86.85475946,34.4550058900001,52,Alabama,US,2020/09/21 12:23:04+00,34.45500589,-86.85475946,3197,0,26,3171,Morgan,01103,"Morgan, Alabama, US",2671.31242740999,,,84001103,USA
-87.29770589,32.6404834100001,54,Alabama,US,2020/09/21 12:23:04+00,32.64048341,-87.29770589,537,0,6,531,Perry,01105,"Perry, Alabama, US",6018.15532892525,,,84001105,USA
-88.08818103,33.28094866,55,Alabama,US,2020/09/21 12:23:04+00,33.28094866,-88.08818103,635,0,14,621,Pickens,01107,"Pickens, Alabama, US",3186.15153035625,,,84001107,USA
-85.9408295,31.80396383,56,Alabama,US,2020/09/21 12:23:04+00,31.80396383,-85.9408295,1155,0,9,1146,Pike,01109,"Pike, Alabama, US",3487.95071570937,,,84001109,USA
-85.45708831,33.2952673400001,57,Alabama,US,2020/09/21 12:23:04+00,33.29526734,-85.45708831,608,0,12,596,Randolph,01111,"Randolph, Alabama, US",2675.82079042338,,,84001111,USA
-85.1841532399999,32.2872525600001,58,Alabama,US,2020/09/21 12:23:04+00,32.28725256,-85.18415324,1713,0,2,1711,Russell,01113,"Russell, Alabama, US",2955.43555149152,,,84001113,USA
-86.66232561,33.2687984500001,59,Alabama,US,2020/09/21 12:23:04+00,33.26879845,-86.66232561,5684,0,50,5634,Shelby,01117,"Shelby, Alabama, US",2610.90848958668,,,84001117,USA
-86.3102937199999,33.71902176,60,Alabama,US,2020/09/21 12:23:04+00,33.71902176,-86.31029372,2234,0,35,2199,St. Clair,01115,"St. Clair, Alabama, US",2495.75475913844,,,84001115,USA
-88.19916205,32.5911739700001,61,Alabama,US,2020/09/21 12:23:04+00,32.59117397,-88.19916205,418,0,19,399,Sumter,01119,"Sumter, Alabama, US",3363.64367908586,,,84001119,USA
-86.16886178,33.37823223,62,Alabama,US,2020/09/21 12:23:04+00,33.37823223,-86.16886178,2069,0,26,2043,Talladega,01121,"Talladega, Alabama, US",2586.96141438896,,,84001121,USA
-85.79833053,32.8669825800001,63,Alabama,US,2020/09/21 12:23:04+00,32.86698258,-85.79833053,1136,0,83,1053,Tallapoosa,01123,"Tallapoosa, Alabama, US",2814.1798994228,,,84001123,USA
-87.5255681799999,33.2872607200001,64,Alabama,US,2020/09/21 12:23:04+00,33.28726072,-87.52556818,7240,0,114,7126,Tuscaloosa,01125,"Tuscaloosa, Alabama, US",3458.24078717967,,,84001125,USA
-87.3002717699999,33.80270512,66,Alabama,US,2020/09/21 12:23:04+00,33.80270512,-87.30027177,2226,0,80,2146,Walker,01127,"Walker, Alabama, US",3504.35289116985,,,84001127,USA
-88.20689944,31.4092794,67,Alabama,US,2020/09/21 12:23:04+00,31.4092794,-88.20689944,546,0,13,533,Washington,01129,"Washington, Alabama, US",3344.35869165748,,,84001129,USA
-87.3089111799999,31.9877321500001,68,Alabama,US,2020/09/21 12:23:04+00,31.98773215,-87.30891118,531,0,11,520,Wilcox,01131,"Wilcox, Alabama, US",5119.0590957293,,,84001131,USA
-87.37325922,34.15030532,69,Alabama,US,2020/09/21 12:23:04+00,34.15030532,-87.37325922,709,0,12,697,Winston,01133,"Winston, Alabama, US",3000.55017139955,,,84001133,USA
-161.9722021,55.3222241400001,70,Alaska,US,2020/09/21 12:23:04+00,55.32222414,-161.9722021,2,0,0,2,Aleutians East,02013,"Aleutians East, Alaska, US",59.9340725202278,,,84002013,USA
-174.1596,52.3233,71,Alaska,US,2020/09/21 12:23:04+00,52.3233,-174.1596,7,0,0,7,Aleutians West,02016,"Aleutians West, Alaska, US",124.245651402201,,,84002016,USA
-149.1426986,61.14998174,72,Alaska,US,2020/09/21 12:23:04+00,61.14998174,-149.1426986,3838,0,28,3810,Anchorage,02020,"Anchorage, Alaska, US",1332.63888888889,,,84002020,USA
-159.8561831,60.9098045100001,73,Alaska,US,2020/09/21 12:23:04+00,60.90980451,-159.8561831,95,0,1,94,Bethel,02050,"Bethel, Alaska, US",516.697487218536,,,84002050,USA
-156.701064,58.74513976,74,Alaska,US,2020/09/21 12:23:04+00,58.74513976,-156.701064,10,0,0,10,Bristol Bay,02060,"Bristol Bay, Alaska, US",1196.17224880383,,,84002060,USA
-150.0076108,63.6726404400001,75,Alaska,US,2020/09/21 12:23:04+00,63.67264044,-150.0076108,2,0,0,2,Denali,02068,"Denali, Alaska, US",95.3743443013829,,,84002068,USA
-158.2381942,59.79603738,76,Alaska,US,2020/09/21 12:23:04+00,59.79603738,-158.2381942,7,0,0,7,Dillingham,02070,"Dillingham, Alaska, US",142.392188771359,,,84002070,USA
-146.5692662,64.8072624700001,77,Alaska,US,2020/09/21 12:23:04+00,64.80726247,-146.5692662,966,0,9,957,Fairbanks North Star,02090,"Fairbanks North Star, Alaska, US",997.428987392745,,,84002090,USA
-135.4679843,59.09893571,78,Alaska,US,2020/09/21 12:23:04+00,59.09893571,-135.4679843,5,0,0,5,Haines,02100,"Haines, Alaska, US",197.628458498024,,,84002100,USA
-134.200436,58.4503181100001,79,Alaska,US,2020/09/21 12:23:04+00,58.45031811,-134.200436,267,0,1,266,Juneau,02110,"Juneau, Alaska, US",835.053480953275,,,84002110,USA
-151.5388884,60.2442972200001,80,Alaska,US,2020/09/21 12:23:04+00,60.24429722,-151.5388884,436,0,2,434,Kenai Peninsula,02122,"Kenai Peninsula, Alaska, US",742.658581453976,,,84002122,USA
-130.975561,55.5744500800001,81,Alaska,US,2020/09/21 12:23:04+00,55.57445008,-130.975561,49,0,0,49,Ketchikan Gateway,02130,"Ketchikan Gateway, Alaska, US",352.492626429753,,,84002130,USA
-153.7493579,57.65529415,82,Alaska,US,2020/09/21 12:23:04+00,57.65529415,-153.7493579,20,0,0,20,Kodiak Island,02150,"Kodiak Island, Alaska, US",153.869826127096,,,84002150,USA
-163.3967883,62.1542916,83,Alaska,US,2020/09/21 12:23:04+00,62.1542916,-163.3967883,11,0,0,11,Kusilvak,02158,"Kusilvak, Alaska, US",132.306952128939,,,84002158,USA
-149.5741743,62.31305045,84,Alaska,US,2020/09/21 12:23:04+00,62.31305045,-149.5741743,579,0,2,577,Matanuska-Susitna,02170,"Matanuska-Susitna, Alaska, US",534.542130967438,,,84002170,USA
-164.0353804,64.90320724,85,Alaska,US,2020/09/21 12:23:04+00,64.90320724,-164.0353804,57,0,0,57,Nome,02180,"Nome, Alaska, US",569.772091163535,,,84002180,USA
-153.4836093,69.3147921600001,86,Alaska,US,2020/09/21 12:23:04+00,69.31479216,-153.4836093,86,0,0,86,North Slope,02185,"North Slope, Alaska, US",874.694873881204,,,84002185,USA
-159.7503946,67.04919196,87,Alaska,US,2020/09/21 12:23:04+00,67.04919196,-159.7503946,91,0,0,91,Northwest Arctic,02188,"Northwest Arctic, Alaska, US",1194.06901981367,,,84002188,USA
-132.9540995,57.13978948,88,Alaska,US,2020/09/21 12:23:04+00,57.13978948,-132.9540995,7,0,1,6,Petersburg,02195,"Petersburg, Alaska, US",214.329454990814,,,84002195,USA
-133.0511621,55.7626198400001,89,Alaska,US,2020/09/21 12:23:04+00,55.76261984,-133.0511621,30,0,0,30,Prince of Wales-Hyder,02198,"Prince of Wales-Hyder, Alaska, US",483.63694986297,,,84002198,USA
-135.3206587,57.24124555,90,Alaska,US,2020/09/21 12:23:04+00,57.24124555,-135.3206587,44,0,0,44,Sitka,02220,"Sitka, Alaska, US",518.073707759331,,,84002220,USA
-143.2127643,63.8769209500001,91,Alaska,US,2020/09/21 12:23:04+00,63.87692095,-143.2127643,22,0,0,22,Southeast Fairbanks,02240,"Southeast Fairbanks, Alaska, US",319.16436965037,,,84002240,USA
,,92,Alaska,US,2020/09/21 12:23:04+00,,,1,0,0,1,Unassigned,90002,"Unassigned, Alaska, US",,,,84090002,USA
-144.7126799,61.47502768,93,Alaska,US,2020/09/21 12:23:04+00,61.47502768,-144.7126799,76,0,0,76,Valdez-Cordova,02261,"Valdez-Cordova, Alaska, US",825.907411432297,,,84002261,USA
-132.0583731,56.3202004,94,Alaska,US,2020/09/21 12:23:04+00,56.3202004,-132.0583731,13,0,0,13,Wrangell,02275,"Wrangell, Alaska, US",519.584332533973,,,84002275,USA
-140.3601451,59.8909808,95,Alaska,US,2020/09/21 12:23:04+00,59.8909808,-140.3601451,22,0,0,22,Yakutat,02282,"Yakutat, Alaska, US",3799.65457685665,,,84002282,USA
-151.3907387,65.5081545900001,96,Alaska,US,2020/09/21 12:23:04+00,65.50815459,-151.3907387,79,0,1,78,Yukon-Koyukuk,02290,"Yukon-Koyukuk, Alaska, US",1510.51625239006,,,84002290,USA
-109.4892383,35.3946500600001,97,Arizona,US,2020/09/21 12:23:04+00,35.39465006,-109.4892383,3451,0,163,3288,Apache,04001,"Apache, Arizona, US",4800.58981457009,,,84004001,USA
-109.7516088,31.87934684,98,Arizona,US,2020/09/21 12:23:04+00,31.87934684,-109.7516088,1881,0,69,1812,Cochise,04003,"Cochise, Arizona, US",1493.78186496403,,,84004003,USA
-111.7707178,35.8388342900001,99,Arizona,US,2020/09/21 12:23:04+00,35.83883429,-111.7707178,3744,0,133,3611,Coconino,04005,"Coconino, Arizona, US",2609.49566478017,,,84004005,USA
-110.8132779,33.80190085,100,Arizona,US,2020/09/21 12:23:04+00,33.80190085,-110.8132779,1233,0,51,1182,Gila,04007,"Gila, Arizona, US",2282.57247584139,,,84004007,USA
-109.8882178,32.9316688500001,101,Arizona,US,2020/09/21 12:23:04+00,32.93166885,-109.8882178,792,0,24,768,Graham,04009,"Graham, Arizona, US",2039.29242732446,,,84004009,USA
-109.2405279,33.21498827,102,Arizona,US,2020/09/21 12:23:04+00,33.21498827,-109.2405279,58,0,1,57,Greenlee,04011,"Greenlee, Arizona, US",610.654874710465,,,84004011,USA
-113.9810029,33.72854224,103,Arizona,US,2020/09/21 12:23:04+00,33.72854224,-113.9810029,535,0,15,520,La Paz,04012,"La Paz, Arizona, US",2534.58404396437,,,84004012,USA
-112.4918154,33.34835867,104,Arizona,US,2020/09/21 12:23:04+00,33.34835867,-112.4918154,139856,0,3261,136595,Maricopa,04013,"Maricopa, Arizona, US",3118.01764563984,,,84004013,USA
-113.7577902,35.70471703,105,Arizona,US,2020/09/21 12:23:04+00,35.70471703,-113.7577902,3896,0,222,3674,Mohave,04015,"Mohave, Arizona, US",1836.16817716949,,,84004015,USA
-110.3218983,35.3997715,106,Arizona,US,2020/09/21 12:23:04+00,35.3997715,-110.3218983,5748,0,232,5516,Navajo,04017,"Navajo, Arizona, US",5181.92636399697,,,84004017,USA
-111.7890033,32.0971334,107,Arizona,US,2020/09/21 12:23:04+00,32.0971334,-111.7890033,24610,0,615,23995,Pima,04019,"Pima, Arizona, US",2349.89911952784,,,84004019,USA
-111.3449483,32.9052562700001,108,Arizona,US,2020/09/21 12:23:04+00,32.90525627,-111.3449483,10361,0,203,10158,Pinal,04021,"Pinal, Arizona, US",2238.81725797286,,,84004021,USA
-110.8479088,31.5250899800001,109,Arizona,US,2020/09/21 12:23:04+00,31.52508998,-110.8479088,2819,0,63,2756,Santa Cruz,04023,"Santa Cruz, Arizona, US",6062.62634952041,,,84004023,USA
,,110,Arizona,US,2020/09/21 12:23:04+00,,,4,0,2,0,Unassigned,90004,"Unassigned, Arizona, US",,,,84090004,USA
-112.5538588,34.5993392600001,111,Arizona,US,2020/09/21 12:23:04+00,34.59933926,-112.5538588,2480,0,79,2401,Yavapai,04025,"Yavapai, Arizona, US",1054.87475489049,,,84004025,USA
-113.9066674,32.76895712,112,Arizona,US,2020/09/21 12:23:04+00,32.76895712,-113.9066674,12553,0,344,12209,Yuma,04027,"Yuma, Arizona, US",5871.73214461123,,,84004027,USA
-91.37277296,34.2914515100001,113,Arkansas,US,2020/09/21 12:23:04+00,34.29145151,-91.37277296,354,0,4,350,Arkansas,05001,"Arkansas, Arkansas, US",2024.47672423653,,,84005001,USA
-91.7698471,33.1915346100001,114,Arkansas,US,2020/09/21 12:23:04+00,33.19153461,-91.7698471,422,0,9,413,Ashley,05003,"Ashley, Arkansas, US",2146.81792745587,,,84005003,USA
-92.3378287199999,36.2878438500001,115,Arkansas,US,2020/09/21 12:23:04+00,36.28784385,-92.33782872,273,0,1,272,Baxter,05005,"Baxter, Arkansas, US",651.054087570352,,,84005005,USA
-94.2568081699999,36.3364465600001,116,Arkansas,US,2020/09/21 12:23:04+00,36.33644656,-94.25680817,6226,0,79,6147,Benton,05007,"Benton, Arkansas, US",2230.41402015469,,,84005007,USA
-93.09374925,36.3084504,117,Arkansas,US,2020/09/21 12:23:04+00,36.3084504,-93.09374925,626,0,8,618,Boone,05009,"Boone, Arkansas, US",1672.36589014747,,,84005009,USA
-92.15980837,33.4675580800001,118,Arkansas,US,2020/09/21 12:23:04+00,33.46755808,-92.15980837,335,0,7,328,Bradley,05011,"Bradley, Arkansas, US",3112.515098021,,,84005011,USA
-92.49974403,33.5559879200001,119,Arkansas,US,2020/09/21 12:23:04+00,33.55598792,-92.49974403,34,0,0,34,Calhoun,05013,"Calhoun, Arkansas, US",655.232222008094,,,84005013,USA
-93.5427026099999,36.3403856,120,Arkansas,US,2020/09/21 12:23:04+00,36.3403856,-93.54270261,612,0,9,603,Carroll,05015,"Carroll, Arkansas, US",2156.44820295983,,,84005015,USA
-91.29539209,33.2645897300001,121,Arkansas,US,2020/09/21 12:23:04+00,33.26458973,-91.29539209,994,0,17,977,Chicot,05017,"Chicot, Arkansas, US",9824.07590432892,,,84005017,USA
-93.17484713,34.0461343200001,122,Arkansas,US,2020/09/21 12:23:04+00,34.04613432,-93.17484713,310,0,4,306,Clark,05019,"Clark, Arkansas, US",1388.88888888889,,,84005019,USA
-90.4148172,36.3682621200001,123,Arkansas,US,2020/09/21 12:23:04+00,36.36826212,-90.4148172,260,0,7,253,Clay,05021,"Clay, Arkansas, US",1786.8187753419,,,84005021,USA
-92.0264001899999,35.53864922,124,Arkansas,US,2020/09/21 12:23:04+00,35.53864922,-92.02640019,314,0,8,306,Cleburne,05023,"Cleburne, Arkansas, US",1260.08266784381,,,84005023,USA
-92.1853704499999,33.89723187,125,Arkansas,US,2020/09/21 12:23:04+00,33.89723187,-92.18537045,179,0,10,169,Cleveland,05025,"Cleveland, Arkansas, US",2249.87430869784,,,84005025,USA
-93.2264279299999,33.2123070100001,126,Arkansas,US,2020/09/21 12:23:04+00,33.21230701,-93.22642793,376,0,18,358,Columbia,05027,"Columbia, Arkansas, US",1602.93302638871,,,84005027,USA
-92.7050656599999,35.26205537,127,Arkansas,US,2020/09/21 12:23:04+00,35.26205537,-92.70506566,246,0,3,243,Conway,05029,"Conway, Arkansas, US",1180.08250983402,,,84005029,USA
-90.63235729,35.8301828300001,128,Arkansas,US,2020/09/21 12:23:04+00,35.83018283,-90.63235729,2600,0,20,2580,Craighead,05031,"Craighead, Arkansas, US",2356.52394590871,,,84005031,USA
-94.2446814,35.5892860100001,129,Arkansas,US,2020/09/21 12:23:04+00,35.58928601,-94.2446814,1250,0,15,1235,Crawford,05033,"Crawford, Arkansas, US",1976.06588994103,,,84005033,USA
-90.30839406,35.2124731800001,130,Arkansas,US,2020/09/21 12:23:04+00,35.21247318,-90.30839406,1871,0,45,1826,Crittenden,05035,"Crittenden, Arkansas, US",3901.57439265979,,,84005035,USA
-90.77185818,35.2963139600001,131,Arkansas,US,2020/09/21 12:23:04+00,35.29631396,-90.77185818,405,0,7,398,Cross,05037,"Cross, Arkansas, US",2466.65448565686,,,84005037,USA
-92.65167437,33.9704276300001,132,Arkansas,US,2020/09/21 12:23:04+00,33.97042763,-92.65167437,156,0,2,154,Dallas,05039,"Dallas, Arkansas, US",2225.70980168355,,,84005039,USA
-91.25500948,33.8301102500001,133,Arkansas,US,2020/09/21 12:23:04+00,33.83011025,-91.25500948,280,0,5,275,Desha,05041,"Desha, Arkansas, US",2464.57178065311,,,84005041,USA
-91.7177792099999,33.5903500100001,134,Arkansas,US,2020/09/21 12:23:04+00,33.59035001,-91.71777921,348,0,6,342,Drew,05043,"Drew, Arkansas, US",1910.09385806027,,,84005043,USA
-92.33717519,35.1471900700001,135,Arkansas,US,2020/09/21 12:23:04+00,35.14719007,-92.33717519,2260,0,17,2243,Faulkner,05045,"Faulkner, Arkansas, US",1793.55115192013,,,84005045,USA
-93.89299569,35.51202821,136,Arkansas,US,2020/09/21 12:23:04+00,35.51202821,-93.89299569,236,0,2,234,Franklin,05047,"Franklin, Arkansas, US",1332.20434659893,,,84005047,USA
-91.8172912699999,36.3817710500001,137,Arkansas,US,2020/09/21 12:23:04+00,36.38177105,-91.81729127,122,0,3,119,Fulton,05049,"Fulton, Arkansas, US",977.799150436804,,,84005049,USA
-93.1492160399999,34.57692074,138,Arkansas,US,2020/09/21 12:23:04+00,34.57692074,-93.14921604,1746,0,48,1698,Garland,05051,"Garland, Arkansas, US",1756.78667015475,,,84005051,USA
-92.42320562,34.2901799100001,139,Arkansas,US,2020/09/21 12:23:04+00,34.29017991,-92.42320562,247,0,2,245,Grant,05053,"Grant, Arkansas, US",1352.31316725979,,,84005053,USA
-90.5583266799999,36.1173546,140,Arkansas,US,2020/09/21 12:23:04+00,36.1173546,-90.55832668,788,0,7,781,Greene,05055,"Greene, Arkansas, US",1738.55488141202,,,84005055,USA
-93.66935133,33.7332558300001,141,Arkansas,US,2020/09/21 12:23:04+00,33.73325583,-93.66935133,355,0,4,351,Hempstead,05057,"Hempstead, Arkansas, US",1648.7088983838,,,84005057,USA
